Geneid,glyphosatea,glyphosateb,watera,waterb
LOC122585325,817,855,808,487
LOC122584998,73,81,161,100
LOC122580288,210,204,367,235
LOC122585826,421,337,515,411
LOC122584791,1,2,12,10
LOC122583324,425,357,429,261
LOC122583317,408,977,16063,14509
LOC122594026,0,0,0,0
LOC122585345,69,134,215,329
LOC122585425,34,45,174,174
LOC122585097,488,541,1328,809
LOC122597353,226,455,3820,3240
LOC122597361,80,72,316,388
LOC122584958,94,174,915,847
LOC122584981,148,231,1000,818
LOC122581408,81,81,499,418
LOC122603537,76,98,566,713
LOC122585421,99,69,65,50
LOC122584997,692,1067,3089,1620
LOC122599588,1001,986,1653,1328
LOC122598472,2020,1636,1733,1321
LOC122598461,75,66,73,59
LOC122610852,95,155,602,519
LOC122602056,1730,2353,2975,1824
LOC122585177,671,491,635,621
LOC122610522,1892,1402,2429,2595
LOC122610452,437,351,493,356
LOC122594035,1,0,1,0
TRNAG-UCC_2,0,0,0,0
LOC122580700,1357,1243,1692,1477
LOC122585815,17,9,40,45
LOC122607927,277,274,549,408
LOC122605577,791,703,849,683
LOC122585058,435,184,4,32
LOC122585369,279,128,163,197
LOC122585368,73,37,74,96
LOC122585370,230,268,756,681
LOC122585990,14,16,3,12
LOC122584802,180,247,389,335
LOC122594044,0,0,0,0
LOC122610515,175,97,175,158
LOC122594055,0,0,0,0
LOC122586199,0,0,0,0
LOC122581377,174,251,186,148
LOC122585555,0,1,0,1
LOC122585975,3,6,18,15
LOC122579589,228,282,950,675
LOC122585475,295,485,1643,1003
LOC122610862,38,50,402,395
LOC122585924,156,111,473,583
LOC122585629,1,1,0,0
LOC122583629,14,20,435,349
LOC122582843,315,331,151,120
LOC122594065,0,0,0,0
LOC122594077,0,0,0,0
LOC122585356,151,214,107,56
LOC122585386,0,0,0,1
LOC122597561,0,1,0,0
LOC122586138,2,2,6,2
LOC122585877,104,102,15,3
LOC122590082,1,5,0,1
LOC122585509,1326,1063,1317,1258
LOC122578775,446,569,964,797
LOC122585643,4,22,90,45
LOC122585560,215,293,925,969
LOC122594096,0,0,0,0
LOC122579332,0,0,0,0
LOC122584914,678,505,1295,948
LOC122609880,14869,6884,1768,1756
LOC122594106,0,0,0,0
LOC122594115,0,1,0,0
LOC122604651,677,639,807,579
LOC122585630,0,1,7,5
LOC122606869,579,494,674,507
LOC122585758,1,0,1,3
LOC122584699,22,18,109,70
LOC122584700,1,0,0,0
LOC122585185,0,0,10,13
LOC122585027,11,13,25,11
LOC122604442,354,455,1386,1121
LOC122580716,2955,2751,6312,5146
LOC122596606,0,0,0,0
LOC122585841,1,3,13,16
LOC122585840,243,275,895,626
LOC122607726,201,223,733,610
LOC122581086,22,54,294,203
LOC122594146,1,2,1,1
LOC122578425,161,223,448,366
LOC122586012,2,0,1,1
LOC122598107,10,9,20,10
LOC122598048,951,790,2177,1706
LOC122598062,137,132,225,144
LOC122594175,3,1,0,0
LOC122594183,0,0,0,0
LOC122582594,83,69,516,421
LOC122594194,0,1,0,1
LOC122585598,0,4,9,3
LOC122585597,865,738,1961,1219
LOC122583343,0,0,1,0
LOC122585090,79,99,161,83
LOC122585108,309,373,1030,814
LOC122603050,76,72,73,25
LOC122603039,942,1004,1491,1155
LOC122594203,1,1,1,2
LOC122607772,1280,1246,4009,3683
LOC122594214,0,1,2,0
LOC122604240,264,474,1396,1310
LOC122586061,89,85,87,66
LOC122586062,410,744,398,95
LOC122579196,980,755,1284,1452
LOC122605185,575,644,1393,1094
LOC122585249,252,272,357,248
LOC122584680,0,0,0,0
LOC122585911,36,55,204,87
LOC122594226,0,0,0,0
LOC122596691,0,0,0,0
LOC122604769,109,117,107,60
LOC122604761,137,194,328,273
LOC122600468,383,971,5280,4727
LOC122580861,2768,2144,1454,1081
LOC122606573,522,495,422,311
LOC122581899,2289,1599,606,470
LOC122583722,43,37,243,219
LOC122584759,74,90,160,153
LOC122587153,296,300,558,324
LOC122605950,264,379,1615,1242
LOC122610776,45,51,44,49
LOC122584649,213,214,339,276
LOC122604360,393,331,486,438
LOC122603136,2457,2698,2021,1457
LOC122586151,2126,2739,11062,13027
LOC122586150,1251,1073,611,407
LOC122585549,11,16,8,2
LOC122601546,3,8,580,54
LOC122610121,6,11,90,9
LOC122584984,2984,4857,2136,1850
LOC122580176,882,1100,455,316
LOC122586914,133,238,634,355
LOC122608978,204,178,340,257
LOC122609738,966,892,946,644
LOC122585020,8,2,5,7
LOC122601753,1183,1255,2303,1870
LOC122585440,62,58,48,45
LOC122584669,36,30,36,21
LOC122594252,10,5,3,3
LOC122607518,3988,2706,864,621
LOC122607407,234,301,622,502
LOC122585732,59,43,301,244
LOC122606761,1153,960,1262,890
LOC122585473,1533,1366,1322,920
LOC122585474,90,82,449,441
LOC122585785,0,0,3,0
LOC122585210,453,351,546,394
LOC122578396,664,667,882,628
LOC122584643,289,414,1403,1431
LOC122594261,0,0,0,0
LOC122603152,1188,1399,1553,1155
LOC122586084,15,13,29,15
LOC122594282,0,0,0,0
LOC122583700,415,579,1510,1133
LOC122594300,1,1,2,2
LOC122586115,13,10,26,28
LOC122585817,27,11,13,21
LOC122585800,685,1474,236,115
LOC122602635,1612,3559,1843,1375
LOC122584742,5222,3915,2758,2924
LOC122588279,28,30,18,11
LOC122585146,137,173,235,133
TRNAA-AGC,0,0,1,0
LOC122584823,81,213,499,266
LOC122594319,0,0,1,1
LOC122585949,283,628,26,2
LOC122610426,13,35,81,52
LOC122596634,377,276,235,223
LOC122583963,17,30,62,55
LOC122586204,0,0,0,0
LOC122579288,2624,2705,2979,2281
LOC122609955,1624,1613,783,614
LOC122585730,25,30,22,17
LOC122594339,1,0,0,0
LOC122585507,19,16,52,30
LOC122594350,48,53,166,141
LOC122581523,103,67,118,117
LOC122594371,0,0,0,0
LOC122578062,966,611,2218,2503
LOC122597033,3,3,1,0
LOC122586126,3,0,3,3
LOC122608809,1010,754,443,278
LOC122594383,0,1,4,3
LOC122604426,274,226,459,399
LOC122604161,636,604,1120,932
LOC122607760,812,662,1036,706
LOC122579001,307,288,606,525
LOC122604204,130,182,1148,1198
LOC122585372,84,72,95,87
LOC122585373,14,4,15,8
LOC122599362,196,278,1242,1088
LOC122583339,454,572,1077,509
LOC122583561,1,1,53,52
LOC122586046,0,0,0,1
LOC122585582,0,0,0,0
LOC122584854,3,9,2,4
LOC122585546,101,95,76,56
LOC122582684,907,1127,1667,1231
LOC122609981,647,837,388,446
LOC122585141,698,869,1444,881
LOC122586168,14,9,0,2
LOC122583216,683,677,2012,1465
LOC122611208,1646,1143,1284,1061
LOC122597319,366,215,115,95
LOC122594412,4,3,6,3
LOC122584661,1119,1119,1559,962
LOC122594423,1,0,0,1
LOC122594435,0,3,1,0
LOC122580921,2448,2004,1341,1153
LOC122585454,10,7,60,80
LOC122578674,378,359,332,313
LOC122584923,210,234,502,518
LOC122584797,915,1193,599,399
LOC122585013,3,19,24,4
LOC122585012,2,0,0,4
LOC122580732,70,67,141,144
LOC122594447,375,302,461,332
LOC122606478,298,296,1848,1546
LOC122602140,886,2931,18568,12614
LOC122585229,12836,12200,9494,6140
TRNAI-AAU,0,0,0,0
LOC122585151,1,0,6,2
LOC122585150,184,267,781,504
LOC122584851,123,169,294,213
LOC122601842,1651,1203,1264,1064
LOC122604124,604,667,1686,1376
LOC122578083,0,0,0,0
LOC122594478,0,0,0,0
LOC122586086,1934,953,4,7
LOC122582336,282,238,596,470
LOC122594488,0,0,0,0
LOC122605529,229,190,474,369
LOC122605550,6,6,10,7
LOC122605541,474,528,2102,1907
LOC122610679,1665,1678,262,167
LOC122585109,1104,1324,508,265
LOC122585994,43,161,215,142
LOC122585260,65,69,93,78
LOC122578369,1379,1678,1472,1089
LOC122586118,0,0,0,0
LOC122582717,84,130,255,203
LOC122585078,118,105,252,144
LOC122581618,94,154,736,379
LOC122606803,126,250,322,118
LOC122594498,0,0,0,0
LOC122606812,5,6,25,10
LOC122586203,0,0,0,0
LOC122594508,124,116,157,93
LOC122594518,0,0,0,1
LOC122606793,2,114,162,0
LOC122604521,163,356,1546,1110
LOC122580393,35,32,384,456
LOC122585196,0,1,4,5
LOC122585255,78,60,432,385
LOC122603368,1687,1342,1331,1024
LOC122585238,683,700,41,18
LOC122610026,203,238,435,317
LOC122604928,615,571,1988,1369
LOC122585953,0,1,23,16
LOC122585256,72,73,208,158
LOC122586221,1,2,1,0
LOC122586185,3,0,0,1
LOC122586240,0,1,0,1
LOC122586239,1,0,0,0
LOC122586184,0,1,0,0
LOC122584880,1033,1056,1427,1033
LOC122581938,513,947,569,442
LOC122586129,1076,1177,1749,1238
LOC122586128,244,168,337,330
LOC122585315,12,25,35,29
LOC122599709,6436,6176,4983,4593
LOC122601538,412,320,1448,1957
LOC122585466,66,120,152,61
LOC122606729,514,430,852,833
LOC122594569,147,180,393,296
LOC122584726,391,358,393,246
LOC122586179,2,1,12,9
LOC122594580,0,1,13,6
LOC122594590,0,0,0,0
LOC122594598,0,0,0,0
LOC122588175,0,0,0,0
LOC122594610,0,0,0,0
LOC122594620,0,0,2,0
LOC122594631,1,0,0,1
LOC122594641,1,1,3,7
LOC122594653,83,0,1,184
LOC122608290,11,20,12,25
LOC122608299,275,287,263,180
LOC122586172,1,1,1,0
LOC122610653,2394,3006,1938,1691
LOC122599852,1635,2959,2044,937
LOC122585250,477,692,1876,1467
LOC122605353,424,296,367,231
LOC122605373,161,104,155,88
LOC122605336,27,32,200,193
LOC122587887,0,1,2,2
LOC122601762,3452,3095,2140,1691
LOC122610566,57,54,202,264
LOC122585102,65,60,132,180
LOC122585195,49,55,56,40
LOC122584913,53,60,179,156
LOC122580135,128,153,687,458
TRNAT-AGU,0,0,0,0
LOC122580900,225,232,392,268
LOC122578465,560,614,484,301
LOC122585886,530,661,11,4
LOC122605569,4071,5069,3018,2308
LOC122579503,248,247,224,169
LOC122585169,14,20,88,71
LOC122594664,0,0,0,0
LOC122579756,254,265,375,236
LOC122585918,0,1,7,16
LOC122594675,714,841,278,200
LOC122585846,1,14,16,8
LOC122586073,438,14,5,260
LOC122604142,2160,2015,2876,2796
LOC122583420,145,149,271,171
LOC122585698,0,0,0,0
LOC122585923,2,9,8,2
LOC122585223,123,166,83,68
LOC122581078,732,561,467,296
LOC122585318,0,0,0,0
LOC122594712,0,0,0,0
LOC122594728,0,0,0,0
LOC122594744,0,0,0,0
LOC122591614,8670,5265,32,38
LOC122594761,0,0,0,0
LOC122594777,0,0,0,0
LOC122603178,5758,3702,2670,2158
LOC122586080,353,201,472,510
LOC122584969,82,193,63,23
LOC122611223,331,290,432,421
LOC122609343,1028,1230,1680,1251
LOC122582270,51,60,397,408
LOC122584911,20,22,29,34
LOC122585364,27,12,36,23
LOC122603161,472,764,10465,9232
LOC122606218,522,344,688,611
LOC122610922,3738,2967,12734,12839
LOC122585991,420,396,523,351
LOC122602533,1469,1594,2710,2261
LOC122602698,341,381,1241,968
LOC122581977,505,732,2960,2475
LOC122585103,952,879,769,517
LOC122586006,375,357,540,295
LOC122586093,3,6,1,5
LOC122597668,2920,2081,3239,2352
LOC122594809,0,0,0,0
LOC122594821,0,0,0,0
LOC122594830,0,0,0,0
LOC122585212,70,83,212,225
LOC122581561,1303,932,3442,3158
LOC122610377,247,216,160,131
LOC122606740,341,201,257,203
LOC122583103,80,37,151,179
LOC122585883,58,51,28,23
LOC122585357,41,96,233,209
LOC122586033,31,17,16,5
LOC122584933,223,524,61,25
LOC122585787,234,247,306,214
LOC122585786,275,278,179,115
LOC122585921,337,241,277,197
LOC122594841,7,4,11,7
LOC122608229,455,471,763,461
LOC122608240,35,34,56,26
LOC122580405,4083,4158,3719,2942
LOC122580415,5561,5350,4745,3923
LOC122602118,1655,4106,12770,11891
LOC122585888,83,69,106,77
LOC122585887,186,116,269,202
LOC122603289,5060,3205,1317,916
LOC122583435,297,240,327,206
LOC122580653,240,185,141,153
LOC122586098,0,0,0,0
LOC122594853,17,11,77,61
LOC122582509,105,78,94,43
LOC122582491,41,60,72,62
LOC122582498,992,994,1567,1269
LOC122582476,71,74,44,33
LOC122599099,2,1,8,6
LOC122599032,13,12,19,19
LOC122610870,429,272,353,260
LOC122601250,5581,4448,5610,4149
LOC122584811,64,46,167,101
LOC122607668,187,194,453,357
LOC122607658,46,48,85,67
LOC122607685,440,358,333,256
LOC122579974,350,351,785,648
LOC122581737,352,372,560,423
LOC122585274,23,35,89,53
LOC122584983,142,131,138,142
LOC122594864,10,17,16,12
LOC122585193,453,57,1,0
LOC122585591,1312,827,773,743
LOC122594873,0,0,2,3
LOC122584399,173,200,273,174
LOC122586050,0,0,0,0
LOC122584749,16,23,70,63
LOC122585773,344,325,407,194
LOC122594885,0,0,0,2
LOC122585752,100,191,65,4
LOC122584813,74,24,34,74
LOC122606983,464,207,565,472
LOC122586110,10,10,7,5
LOC122581591,425,915,608,404
LOC122585452,19,21,32,23
LOC122585367,111,84,128,107
LOC122585366,71,235,6,5
LOC122581235,88,65,127,162
LOC122594909,0,0,0,1
LOC122586195,0,0,0,0
LOC122594921,0,0,0,0
LOC122585845,7,12,16,21
LOC122610391,231,327,633,243
LOC122600703,722,711,1167,910
LOC122600714,150,142,257,161
LOC122585123,228,256,167,148
LOC122606616,379,365,910,553
LOC122585724,51,42,19,8
LOC122585124,406,407,756,553
LOC122594931,4,2,11,9
LOC122584995,104,111,138,123
LOC122594939,0,0,0,0
LOC122603614,76,50,66,62
LOC122603622,296,289,791,657
LOC122603648,4,5,77,65
LOC122594949,0,0,0,0
LOC122585302,220,221,854,622
LOC122585221,1004,737,636,488
LOC122580310,797,579,415,286
LOC122605662,636,664,837,708
LOC122594970,0,0,0,0
LOC122610282,880,1064,1762,1492
LOC122585352,452,473,597,498
LOC122607238,1222,1087,1154,802
LOC122599667,437,328,1452,1412
LOC122599655,685,555,826,561
LOC122594988,0,0,0,0
LOC122601514,299,272,793,601
LOC122601508,210,232,913,698
LOC122610557,2132,2258,3711,3075
LOC122607206,216,250,339,292
LOC122599228,702,738,841,601
LOC122599224,500,440,783,408
LOC122599235,9,11,31,17
LOC122610062,556,398,315,240
LOC122600335,885,1346,3739,2764
LOC122594998,0,0,0,0
LOC122584980,3,0,9,9
LOC122595009,0,0,0,0
LOC122601593,121,160,148,140
LOC122601582,976,812,576,597
LOC122584874,147,141,281,237
LOC122585864,641,746,1000,712
LOC122585863,67,84,80,81
LOC122585866,3,5,7,12
LOC122595029,0,0,1,0
LOC122585868,5,5,26,17
LOC122585865,171,143,576,790
LOC122585867,4025,5269,41376,31515
LOC122595038,10,13,33,41
LOC122595049,0,0,0,0
LOC122583512,402,399,528,446
LOC122584715,165,143,163,134
LOC122585556,38,40,46,27
LOC122585071,733,686,1199,876
LOC122610239,193,197,983,824
LOC122584809,3,1,9,3
LOC122585439,7,12,22,15
LOC122584679,117,108,428,427
LOC122585574,10,10,33,25
LOC122595055,0,0,0,0
LOC122598564,0,2,4,1
LOC122579145,0,2,0,1
LOC122584780,87,88,196,171
LOC122584796,348,325,1224,960
LOC122581326,120,99,583,725
LOC122587893,0,0,0,0
LOC122584745,150,173,128,106
LOC122604750,178,198,573,565
LOC122610671,602,600,904,713
LOC122582906,383,545,1413,1043
LOC122578185,1056,803,2074,1750
LOC122585755,12,12,15,10
LOC122585756,2,2,3,3
LOC122583747,808,814,313,223
LOC122585326,264,262,500,350
LOC122583061,426,415,1232,1028
LOC122583054,10,17,65,54
LOC122585132,6,10,52,64
LOC122585692,1719,1322,2405,1726
LOC122579892,362,324,1626,1850
LOC122600672,793,651,2740,2226
LOC122595062,0,0,0,0
LOC122586075,5,5,17,11
LOC122582016,1112,1269,946,674
LOC122610296,131,166,606,467
LOC122611169,31,34,70,50
LOC122599436,689,657,1808,1451
LOC122585122,2372,1770,707,579
LOC122584825,141,166,307,164
LOC122603745,902,813,1460,932
LOC122584664,29,10,4,13
LOC122608086,311,186,16,26
LOC122600231,3159,2155,507,488
LOC122586461,671,312,26,28
LOC122601174,2196,1226,458,502
LOC122601037,4047,3674,2996,2451
LOC122595072,0,0,0,0
LOC122608871,8,9,6,3
LOC122595088,6332,4190,43,40
LOC122585040,232,215,105,112
LOC122607782,332,254,878,711
LOC122607693,651,419,414,290
LOC122595102,0,0,0,0
LOC122595111,0,0,0,0
LOC122585723,0,1,0,0
LOC122595120,31,24,70,50
LOC122595130,6,18,60,54
LOC122604155,248,344,817,821
LOC122585633,32,32,40,36
LOC122605213,365,340,300,183
LOC122605204,334,202,764,911
LOC122595139,0,1,0,2
LOC122585635,2639,3099,438,314
LOC122585557,6,6,46,25
LOC122602830,3185,2253,5053,3204
LOC122595148,45,21,21,30
LOC122604843,1260,810,987,804
LOC122595156,1,0,0,1
LOC122585309,49,35,42,51
LOC122595165,7,10,5,6
LOC122583956,3,0,4,9
TRNAR-UCU,0,0,0,0
LOC122595181,73,39,7,3
LOC122595190,0,0,0,0
LOC122595199,142,127,127,79
LOC122583946,269,159,2612,3311
LOC122583934,492,372,673,557
LOC122586125,1671,1635,3322,2042
LOC122585243,13,30,55,26
LOC122600574,1087,837,1190,830
LOC122585174,9,12,15,10
LOC122585173,1060,937,3621,2913
LOC122603334,3699,4184,2109,1693
LOC122581861,883,1241,1078,839
LOC122595226,0,0,0,0
LOC122585039,27,14,23,27
LOC122580485,75,49,111,92
LOC122580495,0,0,0,0
LOC122585768,3,2,11,3
LOC122585944,2,2,1,3
LOC122595238,3,1,2,1
LOC122595248,427,348,531,418
LOC122604858,7315,14055,22243,19764
LOC122585737,31,29,32,41
LOC122585848,518,464,556,439
LOC122603431,11300,15697,58695,39838
LOC122585482,1,2,13,4
LOC122606081,122,183,1066,704
LOC122595262,6,2,0,0
LOC122586121,53,84,1,0
LOC122595268,1,1,1,0
LOC122595278,0,0,0,0
LOC122595305,5,8,17,22
LOC122595315,7,5,1,3
LOC122595334,0,0,0,0
LOC122597805,0,0,1,0
LOC122580910,8,12,330,153
LOC122597338,3,3,12,10
LOC122583816,697,530,1214,955
LOC122583798,584,489,374,255
LOC122595354,0,0,0,1
LOC122583846,651,898,2021,1393
LOC122583809,525,638,435,217
LOC122583826,335,356,11,6
LOC122583789,65,82,296,369
LOC122583460,706,898,1008,749
LOC122595363,1,2,0,0
LOC122585700,1427,1473,2308,1669
LOC122584869,6,14,232,257
LOC122586047,0,6,9,13
LOC122585914,12,17,43,28
LOC122585957,416,525,774,652
LOC122584675,710,494,189,205
LOC122586014,1,0,0,1
LOC122606528,139,185,944,851
LOC122610323,858,832,420,318
LOC122581967,55,75,110,104
LOC122598135,1,5,2,2
LOC122595373,19,26,33,23
LOC122578715,4585,4536,4653,4102
LOC122585518,695,604,545,415
LOC122585288,34,33,36,35
LOC122580601,38,23,24,42
LOC122585553,7,5,7,8
LOC122610179,342,241,383,311
LOC122606888,1494,1303,922,801
TRNAK-UUU_4,0,0,0,0
LOC122580476,7726,4524,1595,1398
LOC122604018,413,296,426,313
LOC122585057,395,379,878,687
LOC122596278,38,33,29,38
LOC122597093,3,5,13,7
LOC122585070,36,32,64,40
LOC122602457,82,96,71,61
LOC122584959,0,0,1,1
LOC122581017,622,601,951,818
LOC122578695,23,115,189,165
LOC122610695,196,306,153,161
LOC122581511,5,27,299,203
LOC122583751,284,256,68,43
LOC122585661,0,0,1,0
LOC122586196,0,0,0,0
LOC122600735,1855,1858,2590,2059
LOC122605073,1583,1620,2098,1509
LOC122585804,0,0,0,0
LOC122607709,574,655,1301,1060
LOC122610212,411,325,350,220
LOC122584786,2,2,2,4
LOC122585528,45,31,29,29
LOC122595383,2,0,0,0
LOC122597689,225,181,71,56
LOC122597678,0,12,12,4
LOC122597697,213,267,526,444
LOC122584947,788,1105,1710,1168
LOC122581442,441,498,275,278
LOC122606355,766,861,2222,1402
LOC122600743,2761,2510,2268,1906
LOC122586140,0,2,3,3
LOC122585180,17,43,281,108
LOC122583582,328,688,3305,3027
LOC122595392,2,0,0,1
LOC122608275,1530,1679,1462,1139
LOC122583403,113,123,856,378
LOC122580086,530,477,1373,1200
LOC122585320,561,585,1625,1378
LOC122585321,40,36,48,48
LOC122585319,456,681,2600,1644
LOC122584888,243,223,94,76
LOC122585767,4,11,6,4
LOC122591456,0,0,0,0
LOC122606099,9453,8976,18425,26620
LOC122595410,9,1,1,0
LOC122606109,3954,3571,30,34
LOC122608199,47,48,83,76
LOC122585011,1,0,1,0
LOC122597344,16,30,42,25
TRNAE-UUC,0,0,0,0
LOC122585018,371,964,1459,553
LOC122585019,0,0,0,0
LOC122585934,0,0,0,0
LOC122611178,626,525,532,402
LOC122585626,14,23,134,127
LOC122609066,53,86,519,534
LOC122609087,1,0,1,3
LOC122602002,1567,1378,1868,1209
LOC122585235,125,168,1052,1061
LOC122585776,11,10,5,10
LOC122598114,365,672,98,114
LOC122580851,392,410,564,432
LOC122581552,287,280,287,225
LOC122582854,337,305,775,506
LOC122603548,1733,1751,1468,787
LOC122597282,185,210,197,138
LOC122597271,884,882,1366,829
LOC122584927,7,15,103,81
LOC122581261,1367,1830,3669,2467
LOC122585651,5,5,14,13
LOC122605593,247,265,1310,1208
LOC122585121,69,87,180,144
LOC122581486,373,341,505,384
LOC122595438,0,0,0,0
LOC122605558,2451,4186,3324,2676
LOC122578629,239,164,365,371
LOC122609149,1250,1073,1484,1117
LOC122585987,0,1,2,0
LOC122599719,3430,1814,2274,1718
LOC122585182,91,96,179,134
LOC122585789,102,53,15,15
LOC122585550,708,661,1108,712
LOC122610804,176,171,438,295
LOC122597389,5062,3083,3168,2893
LOC122595447,0,1,2,1
LOC122578911,4654,4486,26700,28491
LOC122578921,4,5,3,1
LOC122578902,272,183,397,263
LOC122578417,603,818,638,498
LOC122581368,90,115,243,170
LOC122585374,2,3,12,8
LOC122605433,1821,1678,17279,15748
LOC122606936,446,318,296,236
LOC122584719,104,122,81,67
LOC122595465,0,0,0,0
LOC122579835,182,449,614,223
LOC122586112,13,9,6,6
LOC122607263,367,360,851,362
LOC122603710,1692,1978,3272,2572
LOC122595475,11,15,38,37
LOC122595484,292,304,50,33
LOC122584956,32,48,113,68
LOC122595506,0,0,0,0
LOC122578196,45,72,619,607
LOC122584731,248,132,937,1345
LOC122595524,0,2,7,11
LOC122602607,1311,863,1980,1745
LOC122595532,1,13,18,10
LOC122605062,1018,766,839,607
LOC122604681,0,0,0,0
LOC122607079,4678,4694,3450,2976
LOC122607070,1000,2996,85,42
LOC122585954,38,63,124,90
LOC122579109,0,0,1,0
LOC122579102,102,94,202,124
LOC122578750,1119,883,1500,994
LOC122597578,1478,1208,2511,2002
LOC122585082,313,290,565,438
LOC122586241,186,163,297,295
LOC122602334,2172,1919,2230,1726
LOC122586094,217,137,428,372
LOC122585331,66,66,67,35
LOC122595540,72,64,119,95
LOC122583229,19,48,198,128
LOC122578511,392,437,1360,722
LOC122578225,14,6,39,14
